M101,황민혜,개발팀,2023-06-10,4506473,300000,0,0,141640,10593,18428,17928,16121,16149,4551575,470661,4080914
M102,임은신,기획팀,2023-06-10,2723580,50000,0,0,101136,12559,10453,12047,11122,17820,2768682,174148,2594534
M104,박이성,기획팀,2023-06-10,2755056,50000,0,0,121843,15282,10724,10163,12676,19636,2800158,197849,2602309
M106,박혜원,기획팀,2023-06-10,4750035,300000,0,0,136853,11105,17205,11667,10155,11865,4795137,465163,4329974
M107,염다소,구매팀,2023-06-10,2570717,50000,0,0,130521,18397,13463,19066,16548,19922,2615819,212381,2403438
M108,최현영,인사팀,2023-06-10,3597374,150000,0,0,134318,19410,12396,16170,18560,14415,3642476,316124,3326352
M110,박찬나,구매팀,2023-06-10,4723799,300000,0,0,121911,18548,19639,10739,12239,12362,4768901,460098,4308803
M111,최혜영,인사팀,2023-06-10,3688295,150000,0,0,103496,13092,11260,18106,15062,10952,3733397,277848,3455549
M112,허다민,개발팀,2023-06-10,2232068,0,0,0,102187,13051,15234,18436,11033,13815,2277170,130472,2146698
M113,최신나,구매팀,2023-06-10,3103098,100000,0,0,113786,14059,13140,13835,11776,16143,3148200,240985,2907215
M114,염소민,개발팀,2023-06-10,3673562,150000,0,0,110154,13779,15339,16132,12598,14243,3718664,289272,3429392
M115,황나혜,인사팀,2023-06-10,3286706,100000,0,0,144464,17433,14341,16113,15876,11743,3331808,276238,3055570
M116,최은경,인사팀,2023-06-10,4065084,200000,0,0,146970,14943,12609,10426,10410,19049,4110186,374522,3735664
M117,오성혜,기획팀,2023-06-10,2591227,50000,0,30000,103158,10528,18352,16660,14855,17793,2636329,212038,2424291
M119,황이소,개발팀,2023-06-10,4225332,200000,0,0,125359,11361,18757,12124,13691,15971,4270434,355477,3914957
M120,임현은,재무팀,2023-06-10,3035975,100000,0,0,103575,10290,19445,15546,13787,17969,3081077,233310,2847767
M121,허나빈,인사팀,2023-06-10,4536155,300000,0,30000,121259,16717,14600,10193,15501,16043,4581257,482576,4098681
M122,최빈나,구매팀,2023-06-10,2799031,50000,0,0,136444,14339,19013,16315,18375,11512,2844133,219796,2624337
M123,이소신,영업팀,2023-06-10,2634797,50000,0,0,111728,12755,12233,12622,13140,13324,2679899,186716,2493183
M124,차찬경,영업팀,2023-06-10,3708687,150000,0,0,142935,18437,18944,16075,10462,11730,3753789,330316,3423473
M125,박재소,인사팀,2023-06-10,3182598,100000,0,0,118691,14648,15754,16267,13268,11201,3227700,249093,2978607
M127,김우은,기획팀,2023-06-10,3197866,100000,0,0,129795,10746,10391,13442,19749,16265,3242968,250932,2992036
M128,임연경,구매팀,2023-06-10,4030166,200000,0,0,125513,10702,16603,10142,13491,18020,4075268,352818,3722450
M129,황영이,구매팀,2023-06-10,2083573,0,0,0,119701,11428,15818,15255,12801,12823,2128675,146947,1981728
M130,김찬민,구매팀,2023-06-10,4792383,300000,0,0,145816,17798,13100,16062,16149,16400,4837485,476714,4360771
M131,황영수,기획팀,2023-06-10,4115660,200000,0,0,128998,11527,17338,13119,17846,15383,4160762,357863,3802899
M132,이우진,기획팀,2023-06-10,2288149,0,0,0,116795,11892,19806,11041,15438,15951,2333251,148493,2184758
M133,김빈이,영업팀,2023-06-10,3003067,100000,0,0,127403,15028,16455,13362,18168,15571,3048169,258886,2789283
M134,황연찬,영업팀,2023-06-10,3542139,150000,0,0,114479,19466,18354,12701,10834,17723,3587241,302299,3284942
M135,임이성,기획팀,2023-06-10,2281154,0,0,0,118881,15279,13697,12565,18876,17943,2326256,147857,2178399
M140,김회원,개발팀,2023-06-10,2550000,50000,242580,0,117000,92170,23400,5903,37024,3702,2842580,279200,2563380
M141,이모태,영업팀,2023-06-10,3250000,100000,205260,0,150750,118758,30150,7606,47704,4770,3555260,359738,3195522
