M101,황민혜,개발팀,2023-07-10,4731431,300000,0,0,131835,14236,11871,17622,13597,18192,5031431,207353,4824078
M102,임은신,기획팀,2023-07-10,2732739,50000,0,0,143141,16410,14782,19853,10220,13865,2782739,218271,2564468
M104,박이성,기획팀,2023-07-10,2615005,50000,0,0,118892,19829,13429,11128,18092,19697,2665005,201067,2463938
M106,박혜원,기획팀,2023-07-10,4712956,300000,0,0,121223,19983,19567,14097,19860,10655,5012956,205385,4807571
M107,염다소,구매팀,2023-07-10,2573380,50000,0,0,107221,11334,16647,11070,19724,13127,2623380,179123,2444257
M108,최현영,인사팀,2023-07-10,3688806,150000,0,0,144726,14160,11576,17585,11858,10244,3838806,210149,3628657
M110,박찬나,구매팀,2023-07-10,4575372,300000,0,0,107100,18112,18756,15681,15363,14028,4875372,189040,4686332
M111,최혜영,인사팀,2023-07-10,3645980,150000,0,0,139242,19425,19081,18387,10237,10961,3795980,217333,3578647
M112,허다민,개발팀,2023-07-10,2005881,0,0,0,145084,11943,14300,17653,10083,19852,2005881,218915,1786966
M113,최신나,구매팀,2023-07-10,3062132,100000,0,0,134470,12179,15794,13439,13544,16994,3162132,206420,2955712
M114,염소민,개발팀,2023-07-10,3525355,150000,0,0,147893,16109,15410,16274,15410,13232,3675355,224328,3451027
M115,황나혜,인사팀,2023-07-10,3203199,100000,0,0,115744,19689,12100,11642,14136,11952,3303199,185263,3117936
M116,최은경,인사팀,2023-07-10,4188464,200000,0,0,149087,11733,17780,14222,18308,14452,4388464,225582,4162882
M117,오성혜,기획팀,2023-07-10,2785932,50000,0,0,110498,17574,12255,19772,12658,17719,2835932,190476,2645456
M119,황이소,개발팀,2023-07-10,4111970,200000,0,0,110155,10528,11875,15823,16734,11153,4311970,176268,4135702
M120,임현은,재무팀,2023-07-10,3039895,100000,50000,0,115101,14653,19123,17691,11690,13921,3189895,192179,2997716
M121,허나빈,인사팀,2023-07-10,4758235,300000,0,0,134655,18210,16929,12877,15381,11570,5058235,209622,4848613
M122,최빈나,구매팀,2023-07-10,2504389,50000,0,30000,147543,12767,15842,10173,14004,12264,2584389,212593,2371796
M123,이소신,영업팀,2023-07-10,2569697,50000,0,0,118787,14013,12845,14765,12076,13746,2619697,186232,2433465
M124,차찬경,영업팀,2023-07-10,3645962,150000,0,0,100585,14575,19435,17320,12165,13159,3795962,177239,3618723
M125,박재소,인사팀,2023-07-10,3120386,100000,0,0,115268,10499,17656,13750,10168,13419,3220386,180760,3039626
M127,김우은,기획팀,2023-07-10,3238364,100000,0,0,129103,14288,11248,18100,15106,13273,3338364,201118,3137246
M128,임연경,구매팀,2023-07-10,4261054,200000,0,0,118462,15656,10034,12670,16478,16759,4461054,190059,4270995
M129,황영이,구매팀,2023-07-10,2188886,0,0,30000,136371,19685,11168,11751,14446,14071,2218886,207492,2011394
M130,김찬민,구매팀,2023-07-10,4555063,300000,50000,30000,145863,13148,13628,12733,13043,10578,4935063,208993,4726070
M131,황영수,기획팀,2023-07-10,4209689,200000,0,30000,108681,17615,17741,16935,11919,13837,4439689,186728,4252961
M132,이우진,기획팀,2023-07-10,2239407,0,0,0,105851,19156,13735,10184,10154,17061,2239407,176141,2063266
M133,김빈이,영업팀,2023-07-10,3023899,100000,0,0,106693,17057,11894,18171,14250,14916,3123899,182981,2940918
M134,황연찬,영업팀,2023-07-10,3543557,150000,0,30000,148371,13346,10307,19494,18168,14780,3723557,224466,3499091
M135,임이성,기획팀,2023-07-10,2118810,0,0,0,122753,10670,12924,18281,18545,11448,2118810,194621,1924189
M140,김회원,개발팀,2023-07-10,2550000,50000,335880,0,117000,92170,23400,5903,37024,3702,2935880,279200,2656680
M141,이모태,영업팀,2023-07-10,3250000,100000,18660,0,150750,118758,30150,7606,47704,4770,3368660,359738,3008922
