M101,황민혜,개발팀,2023-05-10,4779490,300000,0,0,142482,10156,12303,12067,16153,17373,5079490,210534,4868956
M102,임은신,기획팀,2023-05-10,2646867,50000,0,0,143234,17989,17821,17705,10700,18343,2696867,225792,2471075
M104,박이성,기획팀,2023-05-10,2522427,50000,0,0,115195,15162,19600,15583,11421,15149,2572427,192110,2380317
M106,박혜원,기획팀,2023-05-10,4662269,300000,0,0,112105,15208,16019,10682,19255,16384,4962269,189653,4772616
M107,염다소,구매팀,2023-05-10,2683079,50000,0,0,148564,13382,14482,15369,12627,12638,2733079,217062,2516017
M108,최현영,인사팀,2023-05-10,3565566,150000,0,0,121840,15335,17917,14264,12721,10027,3715566,192104,3523462
M110,박찬나,구매팀,2023-05-10,4691935,300000,0,30000,111629,18564,19126,19369,14943,17289,5021935,200920,4821015
M111,최혜영,인사팀,2023-05-10,3543167,150000,50000,0,103204,10260,13502,18522,17695,17170,3743167,180353,3562814
M112,허다민,개발팀,2023-05-10,2020312,0,0,0,127426,19078,16363,10243,12677,18810,2020312,204597,1815715
M113,최신나,구매팀,2023-05-10,3247924,100000,0,0,128401,16675,15109,19910,18487,19199,3347924,217781,3130143
M114,염소민,개발팀,2023-05-10,3743930,150000,0,30000,127403,11758,19380,13087,14683,13914,3923930,200225,3723705
M115,황나혜,인사팀,2023-05-10,3222287,100000,0,0,109015,11717,18003,14436,15147,14030,3322287,182348,3139939
M116,최은경,인사팀,2023-05-10,4055149,200000,0,0,144036,17327,19600,13204,18052,15366,4255149,227585,4027564
M117,오성혜,기획팀,2023-05-10,2779166,50000,50000,0,113420,17661,10089,10425,16497,10056,2879166,178148,2701018
M119,황이소,개발팀,2023-05-10,4042300,200000,0,30000,130787,18443,19743,17495,12052,11333,4272300,209853,4062447
M120,임현은,재무팀,2023-05-10,3261368,100000,0,0,140327,17997,15766,16877,10142,17032,3361368,218141,3143227
M121,허나빈,인사팀,2023-05-10,4774935,300000,0,0,135586,14468,14019,13376,10018,12533,5074935,200000,4874935
M122,최빈나,구매팀,2023-05-10,2657817,50000,0,0,124489,12377,17020,19652,14277,18361,2707817,206176,2501641
M123,이소신,영업팀,2023-05-10,2731809,50000,0,0,124530,18654,10731,13285,15408,12158,2781809,194766,2587043
M124,차찬경,영업팀,2023-05-10,3706168,150000,50000,0,106043,16098,15051,16279,19580,13701,3906168,186752,3719416
M125,박재소,인사팀,2023-05-10,3035361,100000,0,0,130252,14475,12041,18763,13476,16827,3135361,205834,2929527
M127,김우은,기획팀,2023-05-10,3278294,100000,50000,0,138895,15579,19939,16011,19686,13606,3428294,223716,3204578
M128,임연경,구매팀,2023-05-10,4108628,200000,0,0,101301,14989,15964,14827,12114,11047,4308628,170242,4138386
M129,황영이,구매팀,2023-05-10,2037508,0,0,0,123701,17190,19829,15864,11193,18824,2037508,206601,1830907
M130,김찬민,구매팀,2023-05-10,4604079,300000,0,0,100812,13782,11893,17578,15950,13213,4904079,173228,4730851
M131,황영수,기획팀,2023-05-10,4010971,200000,0,0,126324,14470,11778,18515,15400,18468,4210971,204955,4006016
M132,이우진,기획팀,2023-05-10,2099169,0,0,0,134891,13194,16549,17054,12749,13142,2099169,207579,1891590
M133,김빈이,영업팀,2023-05-10,3209440,100000,0,0,123725,15630,14874,10019,15496,14486,3309440,194230,3115210
M134,황연찬,영업팀,2023-05-10,3728761,150000,0,0,132811,13850,11453,19711,18004,12622,3878761,208451,3670310
M135,임이성,기획팀,2023-05-10,2099683,0,0,0,124764,12912,16637,16686,16623,12919,2099683,200541,1899142
M140,김회원,개발팀,2023-05-10,2550000,50000,186600,0,117000,92170,23400,5903,37024,3702,2786600,279200,2507400
M141,이모태,영업팀,2023-05-10,3250000,100000,93300,0,150750,118758,30150,7606,47704,4770,3443300,359738,3083562
